population_count: 15
population_size: 15
node_cap: 500
generations: 50
target_accuracy: 95.0%
random_seed: 121
Population: 0  Node Count: 354
Generation # 19  Max Fitness: 0.0018722446535610422
Generation # 20  Max Fitness: 0.0018722446535610422
Generation # 21  Max Fitness: 0.0018722446535610422
Generation # 22  Max Fitness: 0.0018722446535610422
Generation # 23  Max Fitness: 0.0018722446535610422
Generation # 24  Max Fitness: 0.0018722446535610422
Generation # 25  Max Fitness: 0.0010710981041302705
Generation # 26  Max Fitness: 0.0010710981041302705
Generation # 27  Max Fitness: 0.0010710981041302705
Generation # 28  Max Fitness: 0.0010710981041302705
Generation # 29  Max Fitness: 0.0010710981041302705
Generation # 30  Max Fitness: 0.0010710981041302705
Generation # 31  Max Fitness: 0.0010710981041302705
Generation # 32  Max Fitness: 0.0010710981041302705
Generation # 33  Max Fitness: 0.0010710981041302705
Generation # 34  Max Fitness: 0.0010710981041302705
Generation # 35  Max Fitness: 0.0010710981041302705
Generation # 36  Max Fitness: 0.0010710981041302705
Generation # 37  Max Fitness: 0.0010710981041302705
Generation # 38  Max Fitness: 0.0010710981041302705
Generation # 39  Max Fitness: 0.0010710981041302705
Generation # 40  Max Fitness: 0.0010710981041302705
Generation # 41  Max Fitness: 0.0010710981041302705
Generation # 42  Max Fitness: 0.0013159205279314754
Generation # 43  Max Fitness: 0.0013159205279314754
Generation # 44  Max Fitness: 0.0013159205279314754
Generation # 45  Max Fitness: 0.0013159205279314754
Generation # 46  Max Fitness: 0.0013159205279314754
Generation # 47  Max Fitness: 0.0013159205279314754
Generation # 48  Max Fitness: 0.0013159205279314754
Generation # 49  Max Fitness: 0.0013159205279314754
Accuracy:  97.5 %
Replaced  9.63855421686747e-05  with  0.0018722446535610422
32 <= node_count < 96
Population: 2  Node Count: 88
4.055293484567545e-34 4.055293484567545e-34
Generation # 0  Max Fitness: 0.00017241490756820683
New Best Fitness
Generation # 1  Max Fitness: 0.00017241490756820683
Generation # 2  Max Fitness: 0.0014641288433382138
New Best Fitness
Generation # 3  Max Fitness: 0.0014641288433382138
Generation # 4  Max Fitness: 0.001644736842105263
New Best Fitness
Generation # 5  Max Fitness: 0.002617801047120419
New Best Fitness
Generation # 6  Max Fitness: 0.002617801047120419
Generation # 7  Max Fitness: 0.002617801047120419
Generation # 8  Max Fitness: 0.002617801047120419
Generation # 9  Max Fitness: 0.002617801047120419
Generation # 10  Max Fitness: 0.002617801047120419
Generation # 11  Max Fitness: 0.002617801047120419
Generation # 12  Max Fitness: 0.002617801047120419
Generation # 13  Max Fitness: 0.002793296089385475
New Best Fitness
Generation # 14  Max Fitness: 0.002793296089385475
Generation # 15  Max Fitness: 0.002793296089385475
Generation # 16  Max Fitness: 0.00303951367781155
New Best Fitness
Generation # 17  Max Fitness: 0.00303951367781155
Generation # 18  Max Fitness: 0.00303951367781155
Generation # 19  Max Fitness: 0.00303951367781155
Generation # 20  Max Fitness: 0.00303951367781155
Generation # 21  Max Fitness: 0.00303951367781155
Generation # 22  Max Fitness: 0.00303951367781155
Generation # 23  Max Fitness: 0.00303951367781155
Generation # 24  Max Fitness: 0.00303951367781155
Generation # 25  Max Fitness: 0.00303951367781155
Generation # 26  Max Fitness: 0.00303951367781155
Generation # 27  Max Fitness: 0.00303951367781155
Generation # 28  Max Fitness: 0.00303951367781155
Generation # 29  Max Fitness: 0.00303951367781155
Generation # 30  Max Fitness: 0.004201680672268907
New Best Fitness
Generation # 31  Max Fitness: 0.004201680672268907
Generation # 32  Max Fitness: 0.004201680672268907
Generation # 33  Max Fitness: 0.004201680672268907
Generation # 34  Max Fitness: 0.004201680672268907
Generation # 35  Max Fitness: 0.004201680672268907
Generation # 36  Max Fitness: 0.004201680672268907
Generation # 37  Max Fitness: 0.004201680672268907
Generation # 38  Max Fitness: 0.004219409282700422
New Best Fitness
Generation # 39  Max Fitness: 0.004219409282700422
Generation # 40  Max Fitness: 0.004219409282700422
Generation # 41  Max Fitness: 0.004219409282700422
Generation # 42  Max Fitness: 0.004219409282700422
Generation # 43  Max Fitness: 0.004219409282700422
Generation # 44  Max Fitness: 0.004219409282700422
Generation # 45  Max Fitness: 0.004219409282700422
Generation # 46  Max Fitness: 0.004219409282700422
Generation # 47  Max Fitness: 0.004219409282700422
Generation # 48  Max Fitness: 0.004219409282700422
Generation # 49  Max Fitness: 0.006211180124223602
New Best Fitness
Accuracy:  100.0 %
Replaced  0.0018722446535610422  with  0.006211180124223602
32 <= node_count < 88
Population: 3  Node Count: 58
3.01187278717441e-25 3.01187278717441e-25
Generation # 0  Max Fitness: 0.0015503875968992248
New Best Fitness
Generation # 1  Max Fitness: 0.0022123893805309734
New Best Fitness
Generation # 2  Max Fitness: 0.005976371552336453
New Best Fitness
Generation # 3  Max Fitness: 0.005976371552336453
Generation # 4  Max Fitness: 0.005976371552336453
Generation # 5  Max Fitness: 0.005976371552336453
Generation # 6  Max Fitness: 0.016909494284882018
New Best Fitness
Generation # 7  Max Fitness: 0.016909494284882018
Generation # 8  Max Fitness: 0.016909494284882018
Generation # 9  Max Fitness: 0.016909494284882018
Generation # 10  Max Fitness: 0.016909494284882018
Generation # 11  Max Fitness: 0.016909494284882018
Generation # 12  Max Fitness: 0.016909494284882018
Generation # 13  Max Fitness: 0.016909494284882018
Generation # 14  Max Fitness: 0.016909494284882018
Generation # 15  Max Fitness: 0.016909494284882018
Generation # 16  Max Fitness: 0.016909494284882018
Generation # 17  Max Fitness: 0.016909494284882018
Generation # 18  Max Fitness: 0.016909494284882018
Generation # 19  Max Fitness: 0.016909494284882018
Generation # 20  Max Fitness: 0.016909494284882018
Generation # 21  Max Fitness: 0.016909494284882018
Generation # 22  Max Fitness: 0.016909494284882018
Generation # 23  Max Fitness: 0.016909494284882018
Generation # 24  Max Fitness: 0.016909494284882018
Generation # 25  Max Fitness: 0.016909494284882018
Generation # 26  Max Fitness: 0.016909494284882018
Generation # 27  Max Fitness: 0.016909494284882018
Generation # 28  Max Fitness: 0.02254599237984269
New Best Fitness
Generation # 29  Max Fitness: 0.02254599237984269
Generation # 30  Max Fitness: 0.02254599237984269
Generation # 31  Max Fitness: 0.033818988569764036
New Best Fitness
Generation # 32  Max Fitness: 0.033818988569764036
Generation # 33  Max Fitness: 0.033818988569764036
Generation # 34  Max Fitness: 0.033818988569764036
Generation # 35  Max Fitness: 0.033818988569764036
Generation # 36  Max Fitness: 0.033818988569764036
Generation # 37  Max Fitness: 0.033818988569764036
Generation # 38  Max Fitness: 0.033818988569764036
Generation # 39  Max Fitness: 0.033818988569764036
Generation # 40  Max Fitness: 0.033818988569764036
Generation # 41  Max Fitness: 0.033818988569764036
Generation # 42  Max Fitness: 0.033818988569764036
Generation # 43  Max Fitness: 0.033818988569764036
Generation # 44  Max Fitness: 0.033818988569764036
Generation # 45  Max Fitness: 0.033818988569764036
Generation # 46  Max Fitness: 0.033818988569764036
Generation # 47  Max Fitness: 0.033818988569764036
Generation # 48  Max Fitness: 0.033818988569764036
Generation # 49  Max Fitness: 0.033818988569764036
Accuracy:  95.0 %
Replaced  0.006211180124223602  with  0.033818988569764036
32 <= node_count < 58
Population: 4  Node Count: 40
1.1824174905312608e-19 1.1824174905312608e-19
Generation # 0  Max Fitness: 0.0078125
New Best Fitness
Generation # 1  Max Fitness: 0.0078125
Generation # 2  Max Fitness: 0.009523809523809525
New Best Fitness
Generation # 3  Max Fitness: 0.009523809523809525
Generation # 4  Max Fitness: 0.009523809523809525
Generation # 5  Max Fitness: 0.01282051282051282
New Best Fitness
Generation # 6  Max Fitness: 0.01282051282051282
Generation # 7  Max Fitness: 0.013157894736842105
New Best Fitness
Generation # 8  Max Fitness: 0.013157894736842105
Generation # 9  Max Fitness: 0.013157894736842105
Generation # 10  Max Fitness: 0.013157894736842105
Generation # 11  Max Fitness: 0.013157894736842105
Generation # 12  Max Fitness: 0.013157894736842105
Generation # 13  Max Fitness: 0.013157894736842105
Generation # 14  Max Fitness: 0.013157894736842105
Generation # 15  Max Fitness: 0.013157894736842105
Generation # 16  Max Fitness: 0.016133941319977238
New Best Fitness
Generation # 17  Max Fitness: 0.016133941319977238
Generation # 18  Max Fitness: 0.016133941319977238
Generation # 19  Max Fitness: 0.016133941319977238
Generation # 20  Max Fitness: 0.016133941319977238
Generation # 21  Max Fitness: 0.016133941319977238
Generation # 22  Max Fitness: 0.016133941319977238
Generation # 23  Max Fitness: 0.016133941319977238
Generation # 24  Max Fitness: 0.016133941319977238
Generation # 25  Max Fitness: 0.016133941319977238
Generation # 26  Max Fitness: 0.019495179094972493
New Best Fitness
Generation # 27  Max Fitness: 0.038461538461538464
New Best Fitness
Generation # 28  Max Fitness: 0.038461538461538464
Generation # 29  Max Fitness: 0.038461538461538464
Generation # 30  Max Fitness: 0.038461538461538464
Generation # 31  Max Fitness: 0.038461538461538464
Generation # 32  Max Fitness: 0.038461538461538464
Generation # 33  Max Fitness: 0.045454545454545456
New Best Fitness
Generation # 34  Max Fitness: 0.045454545454545456
Generation # 35  Max Fitness: 0.045454545454545456
Generation # 36  Max Fitness: 0.045454545454545456
Generation # 37  Max Fitness: 0.045454545454545456
Generation # 38  Max Fitness: 0.045454545454545456
Generation # 39  Max Fitness: 0.045454545454545456
Generation # 40  Max Fitness: 0.045454545454545456
Generation # 41  Max Fitness: 0.045454545454545456
Generation # 42  Max Fitness: 0.045454545454545456
Generation # 43  Max Fitness: 0.045454545454545456
Generation # 44  Max Fitness: 0.045454545454545456
Generation # 45  Max Fitness: 0.045454545454545456
Generation # 46  Max Fitness: 0.045454545454545456
Generation # 47  Max Fitness: 0.045454545454545456
Generation # 48  Max Fitness: 0.041666666666666664
Generation # 49  Max Fitness: 0.041666666666666664
Accuracy:  100.0 %
Replaced  0.033818988569764036  with  0.045454545454545456
32 <= node_count < 40
Population: 5  Node Count: 36
2.818753370513353e-18 2.818753370513353e-18
Generation # 0  Max Fitness: 0.013888888888888888
New Best Fitness
Generation # 1  Max Fitness: 0.013888888888888888
Generation # 2  Max Fitness: 0.013989816779725436
New Best Fitness
Generation # 3  Max Fitness: 0.013989816779725436
Generation # 4  Max Fitness: 0.013989816779725436
Generation # 5  Max Fitness: 0.017857142857142856
New Best Fitness
Generation # 6  Max Fitness: 0.017857142857142856
Generation # 7  Max Fitness: 0.017857142857142856
Generation # 8  Max Fitness: 0.025
New Best Fitness
Generation # 9  Max Fitness: 0.025
Generation # 10  Max Fitness: 0.025
Generation # 11  Max Fitness: 0.025
Generation # 12  Max Fitness: 0.025
Generation # 13  Max Fitness: 0.025
Generation # 14  Max Fitness: 0.025
Generation # 15  Max Fitness: 0.025
Generation # 16  Max Fitness: 0.025
Generation # 17  Max Fitness: 0.025
Generation # 18  Max Fitness: 0.025
Generation # 19  Max Fitness: 0.025
Generation # 20  Max Fitness: 0.025
Generation # 21  Max Fitness: 0.025
Generation # 22  Max Fitness: 0.025
Generation # 23  Max Fitness: 0.019687439243838104
Generation # 24  Max Fitness: 0.019687439243838104
Generation # 25  Max Fitness: 0.019687439243838104
Generation # 26  Max Fitness: 0.019687439243838104
Generation # 27  Max Fitness: 0.019687439243838104
Generation # 28  Max Fitness: 0.019687439243838104
Generation # 29  Max Fitness: 0.022222222222222223
Generation # 30  Max Fitness: 0.022222222222222223
Generation # 31  Max Fitness: 0.022222222222222223
Generation # 32  Max Fitness: 0.03125
New Best Fitness
Generation # 33  Max Fitness: 0.03125
Generation # 34  Max Fitness: 0.03571428571428571
New Best Fitness
Generation # 35  Max Fitness: 0.03571428571428571
Generation # 36  Max Fitness: 0.038461538461538464
New Best Fitness
Generation # 37  Max Fitness: 0.038461538461538464
Generation # 38  Max Fitness: 0.038461538461538464
Generation # 39  Max Fitness: 0.038461538461538464
Generation # 40  Max Fitness: 0.038461538461538464
Generation # 41  Max Fitness: 0.038461538461538464
Generation # 42  Max Fitness: 0.038461538461538464
Generation # 43  Max Fitness: 0.038461538461538464
Generation # 44  Max Fitness: 0.038461538461538464
Generation # 45  Max Fitness: 0.038461538461538464
Generation # 46  Max Fitness: 0.038461538461538464
Generation # 47  Max Fitness: 0.038461538461538464
Generation # 48  Max Fitness: 0.038461538461538464
Generation # 49  Max Fitness: 0.038461538461538464
Accuracy:  100.0 %
32 <= node_count < 40
Population: 6  Node Count: 38
5.793279953607707e-19 5.793279953607707e-19
Generation # 0  Max Fitness: 0.009174311926605505
New Best Fitness
Generation # 1  Max Fitness: 0.017379656999428138
New Best Fitness
Generation # 2  Max Fitness: 0.017379656999428138
Generation # 3  Max Fitness: 0.017379656999428138
Generation # 4  Max Fitness: 0.017379656999428138
Generation # 5  Max Fitness: 0.017379656999428138
Generation # 6  Max Fitness: 0.017379656999428138
Generation # 7  Max Fitness: 0.017379656999428138
Generation # 8  Max Fitness: 0.03691394858219644
New Best Fitness
Generation # 9  Max Fitness: 0.03691394858219644
Generation # 10  Max Fitness: 0.03691394858219644
Generation # 11  Max Fitness: 0.03691394858219644
Generation # 12  Max Fitness: 0.03691394858219644
Generation # 13  Max Fitness: 0.03691394858219644
Generation # 14  Max Fitness: 0.03691394858219644
Generation # 15  Max Fitness: 0.03691394858219644
Generation # 16  Max Fitness: 0.03691394858219644
Generation # 17  Max Fitness: 0.03691394858219644
Generation # 18  Max Fitness: 0.047988133156855364
New Best Fitness
Generation # 19  Max Fitness: 0.047988133156855364
Generation # 20  Max Fitness: 0.03691394858219644
Generation # 21  Max Fitness: 0.03691394858219644
Generation # 22  Max Fitness: 0.03691394858219644
Generation # 23  Max Fitness: 0.03691394858219644
Generation # 24  Max Fitness: 0.03691394858219644
Generation # 25  Max Fitness: 0.03691394858219644
Generation # 26  Max Fitness: 0.03691394858219644
Generation # 27  Max Fitness: 0.03691394858219644
Generation # 28  Max Fitness: 0.03691394858219644
Generation # 29  Max Fitness: 0.03691394858219644
Generation # 30  Max Fitness: 0.03691394858219644
Generation # 31  Max Fitness: 0.03691394858219644
Generation # 32  Max Fitness: 0.03691394858219644
Generation # 33  Max Fitness: 0.03999011096404614
Generation # 34  Max Fitness: 0.03999011096404614
Generation # 35  Max Fitness: 0.03999011096404614
Generation # 36  Max Fitness: 0.03999011096404614
Generation # 37  Max Fitness: 0.03999011096404614
Generation # 38  Max Fitness: 0.03999011096404614
Generation # 39  Max Fitness: 0.03999011096404614
Generation # 40  Max Fitness: 0.03999011096404614
Generation # 41  Max Fitness: 0.03999011096404614
Generation # 42  Max Fitness: 0.03999011096404614
Generation # 43  Max Fitness: 0.03999011096404614
Generation # 44  Max Fitness: 0.03999011096404614
Generation # 45  Max Fitness: 0.03999011096404614
Generation # 46  Max Fitness: 0.03999011096404614
Generation # 47  Max Fitness: 0.03999011096404614
Generation # 48  Max Fitness: 0.03999011096404614
Generation # 49  Max Fitness: 0.03999011096404614
Accuracy:  97.5 %
Replaced  0.045454545454545456  with  0.047988133156855364
32 <= node_count < 38
Population: 7  Node Count: 37
2.5333099912208617e-18 2.5333099912208617e-18
Generation # 0  Max Fitness: 0.007133130160810907
New Best Fitness
Generation # 1  Max Fitness: 0.007633587786259542
New Best Fitness
Generation # 2  Max Fitness: 0.020507749212331356
New Best Fitness
Generation # 3  Max Fitness: 0.020507749212331356
Generation # 4  Max Fitness: 0.020507749212331356
Generation # 5  Max Fitness: 0.020507749212331356
Generation # 6  Max Fitness: 0.020507749212331356
Generation # 7  Max Fitness: 0.019818907104611035
Generation # 8  Max Fitness: 0.019818907104611035
Generation # 9  Max Fitness: 0.019818907104611035
Generation # 10  Max Fitness: 0.04101549842466271
New Best Fitness
Generation # 11  Max Fitness: 0.04101549842466271
Generation # 12  Max Fitness: 0.04101549842466271
Generation # 13  Max Fitness: 0.04101549842466271
Generation # 14  Max Fitness: 0.04101549842466271
Generation # 15  Max Fitness: 0.04101549842466271
Generation # 16  Max Fitness: 0.04101549842466271
Generation # 17  Max Fitness: 0.04101549842466271
Generation # 18  Max Fitness: 0.05468733123288362
New Best Fitness
Generation # 19  Max Fitness: 0.05468733123288362
Generation # 20  Max Fitness: 0.05468733123288362
Generation # 21  Max Fitness: 0.05468733123288362
Generation # 22  Max Fitness: 0.05468733123288362
Generation # 23  Max Fitness: 0.05468733123288362
Generation # 24  Max Fitness: 0.05468733123288362
Generation # 25  Max Fitness: 0.05468733123288362
Generation # 26  Max Fitness: 0.05468733123288362
Generation # 27  Max Fitness: 0.05468733123288362
Generation # 28  Max Fitness: 0.05468733123288362
Generation # 29  Max Fitness: 0.05468733123288362
Generation # 30  Max Fitness: 0.05468733123288362
Generation # 31  Max Fitness: 0.05468733123288362
Generation # 32  Max Fitness: 0.04921859810959526
Generation # 33  Max Fitness: 0.04921859810959526
Generation # 34  Max Fitness: 0.04921859810959526
Generation # 35  Max Fitness: 0.04921859810959526
Generation # 36  Max Fitness: 0.04921859810959526
Generation # 37  Max Fitness: 0.04921859810959526
Generation # 38  Max Fitness: 0.04921859810959526
Generation # 39  Max Fitness: 0.04921859810959526
Generation # 40  Max Fitness: 0.04921859810959526
Generation # 41  Max Fitness: 0.04921859810959526
Generation # 42  Max Fitness: 0.04921859810959526
Generation # 43  Max Fitness: 0.04921859810959526
Generation # 44  Max Fitness: 0.04921859810959526
Generation # 45  Max Fitness: 0.04921859810959526
Generation # 46  Max Fitness: 0.04921859810959526
Generation # 47  Max Fitness: 0.04921859810959526
Generation # 48  Max Fitness: 0.04921859810959526
Generation # 49  Max Fitness: 0.04921859810959526
Accuracy:  97.5 %
Replaced  0.047988133156855364  with  0.05468733123288362
32 <= node_count < 37
Population: 8  Node Count: 32
1.2709329141644995e-15 1.2709329141644995e-15
Generation # 0  Max Fitness: 0.013869478656091701
New Best Fitness
Generation # 1  Max Fitness: 0.03982691396113509
New Best Fitness
Generation # 2  Max Fitness: 0.03982691396113509
Generation # 3  Max Fitness: 0.043920015744290386
New Best Fitness
Generation # 4  Max Fitness: 0.043920015744290386
Generation # 5  Max Fitness: 0.043920015744290386
Generation # 6  Max Fitness: 0.043920015744290386
Generation # 7  Max Fitness: 0.06471873518684451
New Best Fitness
Generation # 8  Max Fitness: 0.06586505450514728
New Best Fitness
Generation # 9  Max Fitness: 0.06586505450514728
Generation # 10  Max Fitness: 0.06586505450514728
Generation # 11  Max Fitness: 0.13176004723287116
New Best Fitness
Generation # 12  Max Fitness: 0.13176004723287116
Generation # 13  Max Fitness: 0.10354997629895121
Generation # 14  Max Fitness: 0.13176004723287116
Generation # 15  Max Fitness: 0.13176004723287116
Generation # 16  Max Fitness: 0.13176004723287116
Generation # 17  Max Fitness: 0.13176004723287116
Generation # 18  Max Fitness: 0.13176004723287116
Generation # 19  Max Fitness: 0.13176004723287116
Generation # 20  Max Fitness: 0.13176004723287116
Generation # 21  Max Fitness: 0.13176004723287116
Generation # 22  Max Fitness: 0.13176004723287116
Generation # 23  Max Fitness: 0.13176004723287116
Generation # 24  Max Fitness: 0.13176004723287116
Generation # 25  Max Fitness: 0.13176004723287116
Generation # 26  Max Fitness: 0.13176004723287116
Generation # 27  Max Fitness: 0.13176004723287116
Generation # 28  Max Fitness: 0.13176004723287116
Generation # 29  Max Fitness: 0.13176004723287116
Generation # 30  Max Fitness: 0.13176004723287116
Generation # 31  Max Fitness: 0.13176004723287116
Generation # 32  Max Fitness: 0.13176004723287116
Generation # 33  Max Fitness: 0.13176004723287116
Generation # 34  Max Fitness: 0.13176004723287116
Generation # 35  Max Fitness: 0.17258329383158535
New Best Fitness
Generation # 36  Max Fitness: 0.17258329383158535
Generation # 37  Max Fitness: 0.17258329383158535
Generation # 38  Max Fitness: 0.17258329383158535
Generation # 39  Max Fitness: 0.17258329383158535
Generation # 40  Max Fitness: 0.17258329383158535
Generation # 41  Max Fitness: 0.17258329383158535
Generation # 42  Max Fitness: 0.17258329383158535
Generation # 43  Max Fitness: 0.17258329383158535
Generation # 44  Max Fitness: 0.17258329383158535
Generation # 45  Max Fitness: 0.17258329383158535
Generation # 46  Max Fitness: 0.17258329383158535
Generation # 47  Max Fitness: 0.17258329383158535
Generation # 48  Max Fitness: 0.17258329383158535
Generation # 49  Max Fitness: 0.17258329383158535
Accuracy:  97.5 %
Replaced  0.05468733123288362  with  0.17258329383158535
24 <= node_count < 32
Population: 9  Node Count: 25
1.069239111412695e-15 1.069239111412695e-15
Generation # 0  Max Fitness: 0.0554779146243668
New Best Fitness
Generation # 1  Max Fitness: 0.058823529411764705
New Best Fitness
Generation # 2  Max Fitness: 0.277389573121834
New Best Fitness
Generation # 3  Max Fitness: 0.277389573121834
Generation # 4  Max Fitness: 0.277389573121834
Generation # 5  Max Fitness: 0.277389573121834
Generation # 6  Max Fitness: 0.277389573121834
Generation # 7  Max Fitness: 0.277389573121834
Generation # 8  Max Fitness: 0.5310255194818012
New Best Fitness
Generation # 9  Max Fitness: 0.5310255194818012
Generation # 10  Max Fitness: 0.5310255194818012
Generation # 11  Max Fitness: 0.5310255194818012
Generation # 12  Max Fitness: 0.5310255194818012
Generation # 13  Max Fitness: 0.5310255194818012
Generation # 14  Max Fitness: 0.5310255194818012
Generation # 15  Max Fitness: 0.5310255194818012
Generation # 16  Max Fitness: 0.5310255194818012
Generation # 17  Max Fitness: 0.5310255194818012
Generation # 18  Max Fitness: 0.5310255194818012
Generation # 19  Max Fitness: 0.5310255194818012
Generation # 20  Max Fitness: 0.5310255194818012
Generation # 21  Max Fitness: 0.5310255194818012
Generation # 22  Max Fitness: 0.5310255194818012
Generation # 23  Max Fitness: 0.5310255194818012
Generation # 24  Max Fitness: 0.5310255194818012
Generation # 25  Max Fitness: 0.5310255194818012
Generation # 26  Max Fitness: 0.5310255194818012
Generation # 27  Max Fitness: 0.5310255194818012
Generation # 28  Max Fitness: 0.5310255194818012
Generation # 29  Max Fitness: 0.5310255194818012
Generation # 30  Max Fitness: 0.277389573121834
Generation # 31  Max Fitness: 0.277389573121834
Generation # 32  Max Fitness: 0.277389573121834
Generation # 33  Max Fitness: 0.277389573121834
Generation # 34  Max Fitness: 0.277389573121834
Generation # 35  Max Fitness: 0.5
Generation # 36  Max Fitness: 0.5
Generation # 37  Max Fitness: 0.5
Generation # 38  Max Fitness: 0.5
Generation # 39  Max Fitness: 0.277389573121834
Generation # 40  Max Fitness: 0.277389573121834
Generation # 41  Max Fitness: 0.277389573121834
Generation # 42  Max Fitness: 0.277389573121834
Generation # 43  Max Fitness: 0.277389573121834
Generation # 44  Max Fitness: 0.277389573121834
Generation # 45  Max Fitness: 0.277389573121834
Generation # 46  Max Fitness: 0.277389573121834
Generation # 47  Max Fitness: 0.277389573121834
Generation # 48  Max Fitness: 0.5310255194818012
Generation # 49  Max Fitness: 0.5310255194818012
Accuracy:  97.5 %
Replaced  0.17258329383158535  with  0.5310255194818012
24 <= node_count < 25
Population: 10  Node Count: 24
8.472886094429997e-15 8.472886094429997e-15
Generation # 0  Max Fitness: 0.08850425324696687
New Best Fitness
Generation # 1  Max Fitness: 0.17700850649393374
New Best Fitness
Generation # 2  Max Fitness: 0.277389573121834
New Best Fitness
Generation # 3  Max Fitness: 0.277389573121834
Generation # 4  Max Fitness: 0.277389573121834
Generation # 5  Max Fitness: 0.277389573121834
Generation # 6  Max Fitness: 0.277389573121834
Generation # 7  Max Fitness: 0.277389573121834
Generation # 8  Max Fitness: 0.277389573121834
Generation # 9  Max Fitness: 0.277389573121834
Generation # 10  Max Fitness: 0.277389573121834
Generation # 11  Max Fitness: 0.277389573121834
Generation # 12  Max Fitness: 0.277389573121834
Generation # 13  Max Fitness: 0.277389573121834
Generation # 14  Max Fitness: 0.277389573121834
Generation # 15  Max Fitness: 0.277389573121834
Generation # 16  Max Fitness: 0.277389573121834
Generation # 17  Max Fitness: 0.277389573121834
Generation # 18  Max Fitness: 0.277389573121834
Generation # 19  Max Fitness: 0.277389573121834
Generation # 20  Max Fitness: 0.277389573121834
